mlb_id,player_name,ogba_team_code,positions,is_pitcher,group,R,HR,RBI,SB,H,AB,AVG,W,SV,K,ER,IP,ERA,BB_H,WHIP,z_total,dollar_value
808982,J.H. Lee,LDY,OF,0,H,63,7,48,10,126,487,0.259,0,0,0,0,0.0,0.0,0,0.0,-0.423,16.1
664023,I. Happ,TSH,OF,0,H,71,17,59,5,108,464,0.233,0,0,0,0,0.0,0.0,0,0.0,0.109,16.9
686217,S. Frelick,DMK,OF,0,H,63,10,53,18,132,448,0.295,0,0,0,0,0.0,0.0,0,0.0,1.7,19.1
669242,T. Edman,DLC,OF,0,H,42,11,42,3,67,293,0.229,0,0,0,0,0.0,0.0,0,0.0,-2.422,13.3
666971,L. Gurriel Jr.,SKD,OF,0,H,52,19,80,10,124,497,0.249,0,0,0,0,0.0,0.0,0,0.0,1.416,18.7
607043,B. Nimmo,RGS,OF,0,H,70,22,77,12,127,482,0.263,0,0,0,0,0.0,0.0,0,0.0,2.696,20.5
671218,H. Ramos,DVD,OF,0,H,68,16,57,6,136,514,0.265,0,0,0,0,0.0,0.0,0,0.0,0.638,17.6
595777,J Profar,TSH,OF,0,H,44,12,37,8,60,224,0.268,0,0,0,0,0.0,0.0,0,0.0,-1.075,15.2
660821,J. Sanchez,DMK,OF,0,H,51,12,42,9,97,380,0.255,0,0,0,0,0.0,0.0,0,0.0,-0.801,15.6
669003,G. Mitchell,DLC,OF,0,H,9,0,3,3,14,68,0.206,0,0,0,0,0.0,0.0,0,0.0,-6.643,7.4
670770,T. Friedl,SKD,OF,0,H,70,10,41,11,126,481,0.262,0,0,0,0,0.0,0.0,0,0.0,-0.022,16.7
643446,J. McNeil,RGS,OF,0,H,36,12,47,2,81,320,0.253,0,0,0,0,0.0,0.0,0,0.0,-1.901,14.1
676475,A. Burleson,LDY,OF,0,H,47,16,60,5,123,430,0.286,0,0,0,0,0.0,0.0,0,0.0,0.413,17.3
664983,J. McCarthy,TSH,OF,0,H,14,3,12,6,30,149,0.201,0,0,0,0,0.0,0.0,0,0.0,-5.607,8.8
671056,I. Herrera,DMK,C,0,H,35,11,49,6,85,299,0.284,0,0,0,0,0.0,0.0,0,0.0,-0.833,15.6
672275,P. Bailey,DLC,C,0,H,32,2,38,0,70,333,0.21,0,0,0,0,0.0,0.0,0,0.0,-4.473,10.4
660688,K. Ruiz,DDG,C,0,H,19,2,25,0,63,255,0.247,0,0,0,0,0.0,0.0,0,0.0,-4.641,10.2
686948,D. Baldwin,SKD,C,0,H,40,14,60,0,87,313,0.278,0,0,0,0,0.0,0.0,0,0.0,-0.72,15.7
669257,W. Smith,LDY,C,0,H,59,16,58,2,100,347,0.288,0,0,0,0,0.0,0.0,0,0.0,0.461,17.4
663886,T. Stephenson,DMK,C,0,H,32,9,36,0,57,252,0.226,0,0,0,0,0.0,0.0,0,0.0,-3.565,11.7
687221,D. Rushing,DLC,C,0,H,12,3,21,0,21,111,0.189,0,0,0,0,0.0,0.0,0,0.0,-6.215,8.0
682626,F. Alvarez,DDG,C,0,H,24,7,24,0,49,185,0.265,0,0,0,0,0.0,0.0,0,0.0,-3.666,11.6
696100,H. Goodman,SKD,C,0,H,63,26,76,1,123,447,0.275,0,0,0,0,0.0,0.0,0,0.0,1.858,19.4
672515,G. Moreno,DVD,C,0,H,34,7,29,1,56,202,0.277,0,0,0,0,0.0,0.0,0,0.0,-2.745,12.9
669221,S. Murphy,LDY,C,0,H,34,16,45,0,58,282,0.206,0,0,0,0,0.0,0.0,0,0.0,-2.936,12.6
663647,K. Hayes,SKD,CM,0,H,40,5,36,12,95,390,0.244,0,0,0,0,0.0,0.0,0,0.0,-1.993,13.9
681393,C. Norby,RGS,CM,0,H,36,6,29,7,64,260,0.246,0,0,0,0,0.0,0.0,0,0.0,-2.804,12.8
668901,M. Vientos,DVD,CM,0,H,37,15,53,0,85,346,0.246,0,0,0,0,0.0,0.0,0,0.0,-1.724,14.3
807713,M. Shaw,LDY,CM,0,H,45,11,35,15,71,308,0.231,0,0,0,0,0.0,0.0,0,0.0,-1.279,14.9
547180,B. Harper,TSH,CM,0,H,62,22,63,11,111,412,0.269,0,0,0,0,0.0,0.0,0,0.0,1.873,19.4
642715,W. Adames,DMK,MI,0,H,83,25,71,8,115,501,0.23,0,0,0,0,0.0,0.0,0,0.0,1.992,19.5
682668,L. Acuna,DLC,MI,0,H,26,0,7,12,38,159,0.239,0,0,0,0,0.0,0.0,0,0.0,-4.215,10.8
682928,CJ. Abrams,DDG,MI,0,H,79,17,53,28,130,483,0.269,0,0,0,0,0.0,0.0,0,0.0,3.398,21.5
669364,X. Edwards,SKD,MI,0,H,68,2,34,24,139,490,0.284,0,0,0,0,0.0,0.0,0,0.0,0.761,17.8
678662,E. Tovar,RGS,MI,0,H,36,8,23,4,71,268,0.265,0,0,0,0,0.0,0.0,0,0.0,-2.78,12.8
621121,G. Perdomo,DVD,MI,0,H,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,-11.893,0.0
691026,M. Winn,LDY,MI,0,H,69,9,50,9,120,470,0.255,0,0,0,0,0.0,0.0,0,0.0,-0.137,16.5
668930,B. Turang,TSH,MI,0,H,84,15,67,22,141,494,0.285,0,0,0,0,0.0,0.0,0,0.0,3.67,21.9
660271,S. Ohtani,DLC,DH,0,H,240,88,168,34,278,1012,0.275,1,0,44,15,32.33,4.18,39,1.21,20.824,46.0
592885,C. Yelich,DDG,DH,0,H,81,27,92,15,133,492,0.27,0,0,0,0,0.0,0.0,0,0.0,4.612,23.2
606466,K. Marte,SKD,DH,0,H,73,23,60,4,111,384,0.289,0,0,0,0,0.0,0.0,0,0.0,1.89,19.4
607192,T. Glasnow,DMK,P,1,P,0,0,0,0,0,0,0.0,1,0,81,26,68.67,3.41,76,1.11,-1.187,10.3
694973,P. Skenes,DLC,P,1,P,0,0,0,0,0,0,0.0,9,0,187,38,167.0,2.05,159,0.95,4.33,18.1
669203,C. Burnes,DDG,P,1,P,0,0,0,0,0,0,0.0,3,0,63,19,64.33,2.66,75,1.17,-0.593,11.2
519242,C. Sale,SKD,P,1,P,0,0,0,0,0,0,0.0,5,0,123,26,95.33,2.45,108,1.13,1.231,13.7
808967,Y. Yamamoto,RGS,P,1,P,0,0,0,0,0,0,0.0,10,0,153,44,134.67,2.94,146,1.08,2.742,15.9
657006,J. Steele,DVD,P,1,P,0,0,0,0,0,0,0.0,3,0,16,7,18.67,3.37,20,1.07,-1.665,9.7
645261,S. Alcantara,LDY,P,1,P,0,0,0,0,0,0,0.0,7,0,113,92,140.99,5.87,190,1.35,-2.143,9.0
605483,B. Snell,TSH,P,1,P,0,0,0,0,0,0,0.0,3,0,38,10,37.33,2.41,51,1.37,-1.555,9.8
808963,R. Sasaki,DMK,P,1,P,0,0,0,0,0,0,0.0,1,0,21,17,31.34,4.88,45,1.44,-4.691,5.4
554430,Z. Wheeler,DLC,P,1,P,0,0,0,0,0,0,0.0,10,0,195,45,149.67,2.71,140,0.94,4.217,17.9
675911,S. Strider,DDG,P,1,P,0,0,0,0,0,0,0.0,5,0,105,53,96.34,4.95,133,1.38,-2.111,9.0
657277,L. Webb,RGS,P,1,P,0,0,0,0,0,0,0.0,12,0,187,61,173.66,3.16,210,1.21,3.171,16.5
668881,H. Greene,DVD,P,1,P,0,0,0,0,0,0,0.0,5,0,94,24,77.0,2.81,75,0.97,1.017,13.4
673540,K. Senga,LDY,P,1,P,0,0,0,0,0,0,0.0,7,0,103,33,108.68,2.73,140,1.29,0.565,12.8
506433,Y. Darvish,DMK,P,1,P,0,0,0,0,0,0,0.0,3,0,42,30,47.67,5.66,53,1.11,-3.305,7.4
680885,S. Schwellenbach,DDG,P,1,P,0,0,0,0,0,0,0.0,7,0,108,38,110.67,3.09,107,0.97,1.534,14.2
605400,A. Nola,SKD,P,1,P,0,0,0,0,0,0,0.0,3,0,66,46,64.0,6.47,96,1.5,-5.004,5.0
684007,S. Imanaga,RGS,P,1,P,0,0,0,0,0,0,0.0,8,0,93,40,112.99,3.19,105,0.93,1.576,14.2
547184,M. Kelly,DVD,P,1,P,0,0,0,0,0,0,0.0,4,0,20,10,30.0,3.0,40,1.33,-2.001,9.2
592662,R. Ray,LDY,P,1,P,0,0,0,0,0,0,0.0,10,0,163,58,164.0,3.18,191,1.16,2.413,15.4
666157,N. Lodolo,TSH,P,1,P,0,0,0,0,0,0,0.0,8,0,130,48,134.32,3.22,140,1.04,1.775,14.5
656605,M. Keller,DMK,P,1,P,0,0,0,0,0,0,0.0,6,0,125,73,151.0,4.35,194,1.28,-0.658,11.1
681982,I. Anderson,DLC,P,1,P,0,0,0,0,0,0,0.0,2,0,66,20,62.66,2.87,76,1.21,-1.141,10.4
642547,F. Peralta,DDG,P,1,P,0,0,0,0,0,0,0.0,16,0,168,44,153.66,2.58,165,1.07,4.816,18.8
694297,B. Pfaadt,SKD,P,1,P,0,0,0,0,0,0,0.0,12,0,117,83,142.67,5.24,196,1.37,-0.407,11.4
671096,A. Abbott,RGS,P,1,P,0,0,0,0,0,0,0.0,8,0,125,41,139.0,2.65,155,1.12,1.895,14.7
543243,S. Gray,DVD,P,1,P,0,0,0,0,0,0,0.0,12,0,168,71,152.33,4.19,180,1.18,2.068,14.9
601713,N. Pivetta,LDY,P,1,P,0,0,0,0,0,0,0.0,13,0,167,50,158.34,2.84,149,0.94,4.33,18.1
660761,Ra. Suarez,DMK,P,1,P,0,0,0,0,0,0,0.0,1,0,5,2,7.33,2.46,10,1.36,-2.647,8.3
650911,C. Sanchez,SKD,P,1,P,0,0,0,0,0,0,0.0,11,0,181,50,169.33,2.66,190,1.12,3.572,17.0
663903,B. Singer,RGS,P,1,P,0,0,0,0,0,0,0.0,11,0,132,62,137.33,4.06,175,1.27,0.969,13.4
656849,D. Peterson,DVD,P,1,P,0,0,0,0,0,0,0.0,8,0,136,61,151.99,3.61,199,1.31,0.558,12.8
592791,J. Taillon,TSH,P,1,P,0,0,0,0,0,0,0.0,9,0,81,49,106.34,4.15,115,1.08,0.237,12.3
668964,T. Myers,DLC,P,1,P,0,0,0,0,0,0,0.0,1,0,30,17,37.33,4.1,55,1.47,-4.009,6.4
669022,M. Gore,DDG,P,1,P,0,0,0,0,0,0,0.0,5,0,173,68,147.33,4.15,197,1.34,-0.097,11.9
666200,J. Luzardo,SKD,P,1,P,0,0,0,0,0,0,0.0,12,0,175,70,149.01,4.23,197,1.32,1.643,14.3
625643,R. Lopez,DVD,P,1,P,0,0,0,0,0,0,0.0,0,0,1,3,5.0,5.4,11,2.2,-8.541,0.0
605280,C. Holmes,TSH,P,1,P,0,0,0,0,0,0,0.0,11,0,111,57,142.34,3.6,187,1.31,0.849,13.2
640462,A.J. Puk,DLC,P,1,P,0,0,0,0,0,0,0.0,0,4,12,3,8.0,3.38,10,1.25,-2.453,8.6
666808,C. Doval,DDG,P,1,P,0,0,0,0,0,0,0.0,4,16,63,21,57.66,3.28,73,1.27,1.459,14.1
670280,D. Bednar,SKD,P,1,P,0,0,0,0,0,0,0.0,5,20,69,12,49.67,2.17,51,1.03,4.302,18.0
656550,G. Holmes,DVD,P,1,P,0,0,0,0,0,0,0.0,4,0,123,51,115.0,3.99,154,1.34,-1.078,10.5
666126,N. Cortes,TSH,P,1,P,5,0,4,0,17,55,0.309,0,0,0,0,0.0,0.0,0,0.0,4.137,17.8
660761,Ro. Suarez,DDG,P,1,P,0,0,0,0,0,0,0.0,1,0,5,2,7.33,2.46,10,1.36,-2.647,8.3
690986,K. Harrison,RGS,P,1,P,0,0,0,0,0,0,0.0,1,0,25,12,23.67,4.56,30,1.27,-3.73,6.8
679885,J. Martinez,DVD,P,1,P,0,0,0,0,0,0,0.0,1,5,22,7,15.34,4.11,19,1.24,-2.444,8.6
656945,T. Scott,DMK,P,1,P,0,0,0,0,0,0,0.0,1,19,49,21,46.67,4.05,54,1.16,0.737,13.0
664854,R. Helsley,DDG,P,1,P,0,0,0,0,0,0,0.0,3,17,46,21,39.67,4.76,62,1.56,-1.266,10.2
676534,C. Faucher,RGS,P,1,P,0,0,0,0,0,0,0.0,4,13,50,19,52.33,3.27,66,1.26,0.754,13.1
676254,R. Walker,DVD,P,1,P,0,0,0,0,0,0,0.0,5,12,53,21,53.34,3.54,59,1.11,1.22,13.7
663855,T. Kinley,LDY,P,1,P,0,0,0,0,0,0,0.0,2,2,57,48,67.0,6.45,108,1.61,-5.462,4.3
628452,R. Iglesias,TSH,P,1,P,0,0,0,0,0,0,0.0,4,22,59,24,55.67,3.88,58,1.04,2.72,15.8
